I, [2017-11-15T17:09:43.829526 #53161]  INFO -- default-aws: -----> Cleaning up any prior instances of <default-aws>
I, [2017-11-15T17:10:32.381483 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_nat_gateway.this: Still destroying... (ID: nat-005713adf5caadbe1, 20s elapsed)[0m[0m
I, [2017-11-15T17:10:42.381162 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_nat_gateway.this: Still destroying... (ID: nat-005713adf5caadbe1, 30s elapsed)[0m[0m
I, [2017-11-15T17:10:52.381626 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_nat_gateway.this: Still destroying... (ID: nat-005713adf5caadbe1, 40s elapsed)[0m[0m
I, [2017-11-15T17:11:02.381423 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_nat_gateway.this: Still destroying... (ID: nat-005713adf5caadbe1, 50s elapsed)[0m[0m
I, [2017-11-15T17:11:08.990593 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_nat_gateway.this: Destruction complete after 57s[0m[0m
I, [2017-11-15T17:11:09.000585 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_subnet.public[0]: Destroying... (ID: subnet-6d6c4a0a)[0m[0m
I, [2017-11-15T17:11:09.000723 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_eip.nat: Destroying... (ID: eipalloc-7e729343)[0m[0m
I, [2017-11-15T17:11:09.001162 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_internet_gateway.this: Destroying... (ID: igw-4afc0f2d)[0m[0m
I, [2017-11-15T17:11:09.001669 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_subnet.public[2]: Destroying... (ID: subnet-59583b02)[0m[0m
I, [2017-11-15T17:11:09.001754 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_subnet.public[1]: Destroying... (ID: subnet-ea123aa3)[0m[0m
I, [2017-11-15T17:11:09.848133 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_subnet.public[2]: Destruction complete after 1s[0m[0m
I, [2017-11-15T17:11:10.268211 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_subnet.public[1]: Destruction complete after 1s[0m[0m
I, [2017-11-15T17:11:10.353527 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_subnet.public[0]: Destruction complete after 1s[0m[0m
I, [2017-11-15T17:11:11.564085 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_eip.nat: Destruction complete after 3s[0m[0m
I, [2017-11-15T17:11:18.998615 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_internet_gateway.this: Still destroying... (ID: igw-4afc0f2d, 10s elapsed)[0m[0m
I, [2017-11-15T17:11:21.381293 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_internet_gateway.this: Destruction complete after 12s[0m[0m
I, [2017-11-15T17:11:21.387345 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_vpc.this: Destroying... (ID: vpc-77526210)[0m[0m
I, [2017-11-15T17:11:22.758939 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_vpc.this: Destruction complete after 2s[0m[0m
I, [2017-11-15T17:11:22.770610 #53161]  INFO -- default-aws: [0m[1m[32m
I, [2017-11-15T17:11:22.770882 #53161]  INFO -- default-aws: Destroy complete! Resources: 24 destroyed.[0m
I, [2017-11-15T17:11:22.851004 #53161]  INFO -- default-aws: Finished destroying <default-aws> (1m39.01s).
I, [2017-11-15T17:11:22.852882 #53161]  INFO -- default-aws: -----> Testing <default-aws>
I, [2017-11-15T17:11:22.854073 #53161]  INFO -- default-aws: -----> Creating <default-aws>...
I, [2017-11-15T17:11:22.923231 #53161]  INFO -- default-aws: [0m[1mCopying configuration[0m from "/Users/boconnor/Development/git/github.com/newcontext-oss/terraform-aws-vpc/examples/simple-vpc"...[0m
I, [2017-11-15T17:11:22.927925 #53161]  INFO -- default-aws: [0m[1mUpgrading modules...[0m
I, [2017-11-15T17:11:22.930385 #53161]  INFO -- default-aws: Get: file:///Users/boconnor/Development/git/github.com/newcontext-oss/terraform-aws-vpc (update)
I, [2017-11-15T17:11:22.965430 #53161]  INFO -- default-aws: 
I, [2017-11-15T17:11:22.965551 #53161]  INFO -- default-aws: [0m[1mInitializing provider plugins...[0m
I, [2017-11-15T17:11:22.965734 #53161]  INFO -- default-aws: - Checking for available provider plugins on https://releases.hashicorp.com...
I, [2017-11-15T17:11:23.572870 #53161]  INFO -- default-aws: - Downloading plugin for provider "aws" (1.2.0)...
I, [2017-11-15T17:11:27.394260 #53161]  INFO -- default-aws: 
I, [2017-11-15T17:11:27.394469 #53161]  INFO -- default-aws: The following providers do not have any version constraints in configuration,
I, [2017-11-15T17:11:27.394901 #53161]  INFO -- default-aws: so the latest version was installed.
I, [2017-11-15T17:11:27.394987 #53161]  INFO -- default-aws: 
I, [2017-11-15T17:11:27.395209 #53161]  INFO -- default-aws: To prevent automatic upgrades to new major versions that may contain breaking
I, [2017-11-15T17:11:27.395284 #53161]  INFO -- default-aws: changes, it is recommended to add version = "..." constraints to the
I, [2017-11-15T17:11:27.395347 #53161]  INFO -- default-aws: corresponding provider blocks in configuration, with the constraint strings
I, [2017-11-15T17:11:27.395402 #53161]  INFO -- default-aws: suggested below.
I, [2017-11-15T17:11:27.395459 #53161]  INFO -- default-aws: 
I, [2017-11-15T17:11:27.395516 #53161]  INFO -- default-aws: * provider.aws: version = "~> 1.2"
I, [2017-11-15T17:11:27.395566 #53161]  INFO -- default-aws: 
I, [2017-11-15T17:11:27.395742 #53161]  INFO -- default-aws: [0m[1m[32mTerraform has been successfully initialized![0m[32m[0m
I, [2017-11-15T17:11:27.396106 #53161]  INFO -- default-aws: [0m[32m
I, [2017-11-15T17:11:27.396167 #53161]  INFO -- default-aws: You may now begin working with Terraform. Try running "terraform plan" to see
I, [2017-11-15T17:11:27.396244 #53161]  INFO -- default-aws: any changes that are required for your infrastructure. All Terraform commands
I, [2017-11-15T17:11:27.396310 #53161]  INFO -- default-aws: should now work.
I, [2017-11-15T17:11:27.396356 #53161]  INFO -- default-aws: 
I, [2017-11-15T17:11:27.396396 #53161]  INFO -- default-aws: If you ever set or change modules or backend configuration for Terraform,
I, [2017-11-15T17:11:27.396449 #53161]  INFO -- default-aws: rerun this command to reinitialize your working directory. If you forget, other
I, [2017-11-15T17:11:27.396488 #53161]  INFO -- default-aws: commands will detect it and remind you to do so if necessary.[0m
I, [2017-11-15T17:11:36.544340 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_eip.nat: Creating...[0m
I, [2017-11-15T17:11:36.544529 #53161]  INFO -- default-aws:   allocation_id:     "" => "<computed>"
I, [2017-11-15T17:11:36.544603 #53161]  INFO -- default-aws:   association_id:    "" => "<computed>"
I, [2017-11-15T17:11:36.545077 #53161]  INFO -- default-aws:   domain:            "" => "<computed>"
I, [2017-11-15T17:11:36.545170 #53161]  INFO -- default-aws:   instance:          "" => "<computed>"
I, [2017-11-15T17:11:36.545242 #53161]  INFO -- default-aws:   network_interface: "" => "<computed>"
I, [2017-11-15T17:11:36.545324 #53161]  INFO -- default-aws:   private_ip:        "" => "<computed>"
I, [2017-11-15T17:11:36.545393 #53161]  INFO -- default-aws:   public_ip:         "" => "<computed>"
I, [2017-11-15T17:11:36.545458 #53161]  INFO -- default-aws:   vpc:               "" => "true"[0m
I, [2017-11-15T17:11:36.545524 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_vpc.this: Creating...[0m
I, [2017-11-15T17:11:36.545582 #53161]  INFO -- default-aws:   assign_generated_ipv6_cidr_block: "" => "false"
I, [2017-11-15T17:11:36.547580 #53161]  INFO -- default-aws:   cidr_block:                       "" => "10.0.0.0/16"
I, [2017-11-15T17:11:36.547720 #53161]  INFO -- default-aws:   default_network_acl_id:           "" => "<computed>"
I, [2017-11-15T17:11:36.547773 #53161]  INFO -- default-aws:   default_route_table_id:           "" => "<computed>"
I, [2017-11-15T17:11:36.547835 #53161]  INFO -- default-aws:   default_security_group_id:        "" => "<computed>"
I, [2017-11-15T17:11:36.547877 #53161]  INFO -- default-aws:   dhcp_options_id:                  "" => "<computed>"
I, [2017-11-15T17:11:36.547927 #53161]  INFO -- default-aws:   enable_classiclink:               "" => "<computed>"
I, [2017-11-15T17:11:36.547985 #53161]  INFO -- default-aws:   enable_classiclink_dns_support:   "" => "<computed>"
I, [2017-11-15T17:11:36.548026 #53161]  INFO -- default-aws:   enable_dns_hostnames:             "" => "false"
I, [2017-11-15T17:11:36.548077 #53161]  INFO -- default-aws:   enable_dns_support:               "" => "false"
I, [2017-11-15T17:11:36.548136 #53161]  INFO -- default-aws:   instance_tenancy:                 "" => "default"
I, [2017-11-15T17:11:36.548179 #53161]  INFO -- default-aws:   ipv6_association_id:              "" => "<computed>"
I, [2017-11-15T17:11:36.548217 #53161]  INFO -- default-aws:   ipv6_cidr_block:                  "" => "<computed>"
I, [2017-11-15T17:11:36.548255 #53161]  INFO -- default-aws:   main_route_table_id:              "" => "<computed>"
I, [2017-11-15T17:11:36.548293 #53161]  INFO -- default-aws:   tags.%:                           "" => "3"
I, [2017-11-15T17:11:36.548338 #53161]  INFO -- default-aws:   tags.Environment:                 "" => "dev"
I, [2017-11-15T17:11:36.548389 #53161]  INFO -- default-aws:   tags.Name:                        "" => "simple-example"
I, [2017-11-15T17:11:36.548509 #53161]  INFO -- default-aws:   tags.Owner:                       "" => "user"[0m
I, [2017-11-15T17:11:38.603490 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_eip.nat: Creation complete after 2s (ID: eipalloc-9d7f9ea0)[0m[0m
I, [2017-11-15T17:11:46.544079 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_vpc.this: Still creating... (10s elapsed)[0m[0m
I, [2017-11-15T17:11:51.794375 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_vpc.this: Creation complete after 15s (ID: vpc-a45969c3)[0m[0m
I, [2017-11-15T17:11:51.807524 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_route_table.private[0]: Creating...[0m
I, [2017-11-15T17:11:51.807653 #53161]  INFO -- default-aws:   route.#:          "" => "<computed>"
I, [2017-11-15T17:11:51.807720 #53161]  INFO -- default-aws:   tags.%:           "" => "3"
I, [2017-11-15T17:11:51.807788 #53161]  INFO -- default-aws:   tags.Environment: "" => "dev"
I, [2017-11-15T17:11:51.807849 #53161]  INFO -- default-aws:   tags.Name:        "" => "simple-example-private-eu-west-1a"
I, [2017-11-15T17:11:51.808266 #53161]  INFO -- default-aws:   tags.Owner:       "" => "user"
I, [2017-11-15T17:11:51.808336 #53161]  INFO -- default-aws:   vpc_id:           "" => "vpc-a45969c3"[0m
I, [2017-11-15T17:11:51.808396 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_subnet.private[0]: Creating...[0m
I, [2017-11-15T17:11:51.808462 #53161]  INFO -- default-aws:   assign_ipv6_address_on_creation: "" => "false"
I, [2017-11-15T17:11:51.808523 #53161]  INFO -- default-aws:   availability_zone:               "" => "eu-west-1a"
I, [2017-11-15T17:11:51.808584 #53161]  INFO -- default-aws:   cidr_block:                      "" => "10.0.1.0/24"
I, [2017-11-15T17:11:51.808642 #53161]  INFO -- default-aws:   ipv6_cidr_block:                 "" => "<computed>"
I, [2017-11-15T17:11:51.808700 #53161]  INFO -- default-aws:   ipv6_cidr_block_association_id:  "" => "<computed>"
I, [2017-11-15T17:11:51.809079 #53161]  INFO -- default-aws:   map_public_ip_on_launch:         "" => "false"
I, [2017-11-15T17:11:51.809147 #53161]  INFO -- default-aws:   tags.%:                          "" => "3"
I, [2017-11-15T17:11:51.809208 #53161]  INFO -- default-aws:   tags.Environment:                "" => "dev"
I, [2017-11-15T17:11:51.809269 #53161]  INFO -- default-aws:   tags.Name:                       "" => "simple-example-private-eu-west-1a"
I, [2017-11-15T17:11:51.809330 #53161]  INFO -- default-aws:   tags.Owner:                      "" => "user"
I, [2017-11-15T17:11:51.809392 #53161]  INFO -- default-aws:   vpc_id:                          "" => "vpc-a45969c3"[0m
I, [2017-11-15T17:11:51.809458 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_subnet.public[1]: Creating...[0m
I, [2017-11-15T17:11:51.809518 #53161]  INFO -- default-aws:   assign_ipv6_address_on_creation: "" => "false"
I, [2017-11-15T17:11:51.809577 #53161]  INFO -- default-aws:   availability_zone:               "" => "eu-west-1b"
I, [2017-11-15T17:11:51.813346 #53161]  INFO -- default-aws:   cidr_block:                      "" => "10.0.102.0/24"
I, [2017-11-15T17:11:51.813464 #53161]  INFO -- default-aws:   ipv6_cidr_block:                 "" => "<computed>"
I, [2017-11-15T17:11:51.813547 #53161]  INFO -- default-aws:   ipv6_cidr_block_association_id:  "" => "<computed>"
I, [2017-11-15T17:11:51.813644 #53161]  INFO -- default-aws:   map_public_ip_on_launch:         "" => "true"
I, [2017-11-15T17:11:51.813713 #53161]  INFO -- default-aws:   tags.%:                          "" => "3"
I, [2017-11-15T17:11:51.813778 #53161]  INFO -- default-aws:   tags.Environment:                "" => "dev"
I, [2017-11-15T17:11:51.813846 #53161]  INFO -- default-aws:   tags.Name:                       "" => "simple-example-public-eu-west-1b"
I, [2017-11-15T17:11:51.813913 #53161]  INFO -- default-aws:   tags.Owner:                      "" => "user"
I, [2017-11-15T17:11:51.813982 #53161]  INFO -- default-aws:   vpc_id:                          "" => "vpc-a45969c3"[0m
I, [2017-11-15T17:11:51.814051 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_route_table.private[1]: Creating...[0m
I, [2017-11-15T17:11:51.814135 #53161]  INFO -- default-aws:   route.#:          "" => "<computed>"
I, [2017-11-15T17:11:51.814198 #53161]  INFO -- default-aws:   tags.%:           "" => "3"
I, [2017-11-15T17:11:51.814380 #53161]  INFO -- default-aws:   tags.Environment: "" => "dev"
I, [2017-11-15T17:11:51.814467 #53161]  INFO -- default-aws:   tags.Name:        "" => "simple-example-private-eu-west-1b"
I, [2017-11-15T17:11:51.814540 #53161]  INFO -- default-aws:   tags.Owner:       "" => "user"
I, [2017-11-15T17:11:51.814612 #53161]  INFO -- default-aws:   vpc_id:           "" => "vpc-a45969c3"[0m
I, [2017-11-15T17:11:51.814680 #53161]  INFO -- default-aws: [0m[1mmodule.vpc.aws_route_table.private[2]: Creating...[0m
I, [2017-11-15T17:11:51.814765 #53161]  INFO -- default-aws:   route.#:          "" => "<computed>"
I, [2017-11-15T17:11:51.814852 #53161]  INFO -- default-aws:   tags.%:           "" => "3"
I, [2017-11-15T17:11:51.815073 #53161]  INFO -- default-aws:   tags.Environment: "" => "dev"
I, [2017-11-15T17:11:51.815148 #53161]  INFO -- default-aws:   tags.Name:        "" => "simple-example-private-eu-west-1c"
I, [2017-11-15T17:11:51.815221 #53161]  INFO -- default-aws:   tags.Owner:       "" => "user"
